Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Oregon,41,Intracerebral haemorrhage in brain stem,I61.3,45,13078983,0.3
,Oregon,41,Intracerebral haemorrhage in cerebellum,I61.4,29,13078983,0.2
,Oregon,41,"Intracerebral haemorrhage, intraventricular",I61.5,56,13078983,0.4
,Oregon,41,"Intracerebral haemorrhage, unspecified",I61.9,658,13078983,5
,Oregon,41,Subdural haemorrhage (acute)(nontraumatic),I62.0,109,13078983,0.8
,Oregon,41,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,390,13078983,3
,Oregon,41,Cerebral infarction due to thrombosis of precerebral arteries,I63.0,10,13078983,Unreliable
,Oregon,41,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,53,13078983,0.4
,Oregon,41,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,26,13078983,0.2
,Oregon,41,Cerebral infarction due to embolism of cerebral arteries,I63.4,71,13078983,0.5
,Oregon,41,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I63.5,21,13078983,0.2
,Oregon,41,"Cerebral infarction, unspecified",I63.9,160,13078983,1.2
,Oregon,41,"Stroke, not specified as haemorrhage or infarction",I64,3051,13078983,23.3
,Oregon,41,"Cerebral aneurysm, nonruptured",I67.1,19,13078983,Unreliable
,Oregon,41,Cerebral atherosclerosis,I67.2,173,13078983,1.3
,Oregon,41,Other specified cerebrovascular diseases,I67.8,22,13078983,0.2
,Oregon,41,"Cerebrovascular disease, unspecified",I67.9,251,13078983,1.9
,Oregon,41,Sequelae of intracerebral haemorrhage,I69.1,25,13078983,0.2
,Oregon,41,Sequelae of other nontraumatic intracranial haemorrhage,I69.2,14,13078983,Unreliable
,Oregon,41,Sequelae of cerebral infarction,I69.3,35,13078983,0.3
,Oregon,41,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,650,13078983,5
,Oregon,41,Sequelae of other and unspecified cerebrovascular diseases,I69.8,378,13078983,2.9
,Oregon,41,Generalized and unspecified atherosclerosis,I70.9,146,13078983,1.1
,Oregon,41,Dissection of aorta [any part],I71.0,164,13078983,1.3
,Oregon,41,"Thoracic aortic aneurysm, ruptured",I71.1,24,13078983,0.2
,Oregon,41,"Thoracic aortic aneurysm, without mention of rupture",I71.2,20,13078983,0.2
,Oregon,41,"Abdominal aortic aneurysm, ruptured",I71.3,127,13078983,1
,Oregon,41,"Abdominal aortic aneurysm, without mention of rupture",I71.4,66,13078983,0.5
,Oregon,41,"Aortic aneurysm of unspecified site, ruptured",I71.8,46,13078983,0.4
,Oregon,41,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,24,13078983,0.2
,Oregon,41,Aneurysm of other specified arteries,I72.8,10,13078983,Unreliable
,Oregon,41,Aneurysm of unspecified site,I72.9,12,13078983,Unreliable
,Oregon,41,"Peripheral vascular disease, unspecified",I73.9,336,13078983,2.6
,Oregon,41,"Arteritis, unspecified",I77.6,13,13078983,Unreliable
,Oregon,41,"Disorder of arteries and arterioles, unspecified",I77.9,15,13078983,Unreliable
,Oregon,41,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,68,13078983,0.5
,Oregon,41,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,20,13078983,0.2
,Oregon,41,Other and unspecified disorders of circulatory system,I99,10,13078983,Unreliable
,Oregon,41,"Acute upper respiratory infection, unspecified",J06.9,12,13078983,Unreliable
,Oregon,41,Influenza due to identified avian influenza virus,J09,28,13078983,0.2
,Oregon,41,"Influenza with pneumonia, influenza virus identified",J10.0,50,13078983,0.4
,Oregon,41,"Influenza with other respiratory manifestations, influenza virus identified",J10.1,45,13078983,0.3
,Oregon,41,"Influenza with pneumonia, virus not identified",J11.0,62,13078983,0.5
,Oregon,41,"Influenza with other respiratory manifestations, virus not identified",J11.1,60,13078983,0.5
,Oregon,41,"Viral pneumonia, unspecified",J12.9,17,13078983,Unreliable
,Oregon,41,Pneumonia due to Streptococcus pneumoniae,J13,34,13078983,0.3
,Oregon,41,Pneumonia due to staphylococcus,J15.2,47,13078983,0.4
,Oregon,41,Pneumonia due to other streptococci,J15.4,20,13078983,0.2
,Oregon,41,"Bacterial pneumonia, unspecified",J15.9,191,13078983,1.5
,Oregon,41,"Bronchopneumonia, unspecified",J18.0,15,13078983,Unreliable
,Oregon,41,"Lobar pneumonia, unspecified",J18.1,25,13078983,0.2
,Oregon,41,"Pneumonia, unspecified",J18.9,947,13078983,7.2
,Oregon,41,"Bronchitis, not specified as acute or chronic",J40,14,13078983,Unreliable
,Oregon,41,Unspecified chronic bronchitis,J42,10,13078983,Unreliable
,Oregon,41,"Emphysema, unspecified",J43.9,505,13078983,3.9
,Oregon,41,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,816,13078983,6.2
,Oregon,41,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,225,13078983,1.7
,Oregon,41,Other specified chronic obstructive pulmonary disease,J44.8,69,13078983,0.5
,Oregon,41,"Chronic obstructive pulmonary disease, unspecified",J44.9,4134,13078983,31.6
,Oregon,41,"Asthma, unspecified",J45.9,179,13078983,1.4
,Oregon,41,Status asthmaticus,J46,19,13078983,Unreliable
,Oregon,41,Bronchiectasis,J47,98,13078983,0.7
,Oregon,41,Pneumoconiosis due to asbestos and other mineral fibres,J61,38,13078983,0.3
,Oregon,41,Hypersensitivity pneumonitis due to unspecified organic dust,J67.9,11,13078983,Unreliable
,Oregon,41,Pneumonitis due to food and vomit,J69.0,521,13078983,4
,Oregon,41,Adult respiratory distress syndrome,J80,46,13078983,0.4
,Oregon,41,Pulmonary oedema,J81,10,13078983,Unreliable
,Oregon,41,Other interstitial pulmonary diseases with fibrosis,J84.1,713,13078983,5.5
,Oregon,41,"Interstitial pulmonary disease, unspecified",J84.9,204,13078983,1.6
,Oregon,41,Pyothorax without fistula,J86.9,21,13078983,0.2
,Oregon,41,"Pleural effusion, not elsewhere classified",J90,41,13078983,0.3
,Oregon,41,Acute respiratory failure,J96.0,26,13078983,0.2
,Oregon,41,Chronic respiratory failure,J96.1,59,13078983,0.5
,Oregon,41,"Respiratory failure, unspecified",J96.9,68,13078983,0.5
,Oregon,41,Other disorders of lung,J98.4,103,13078983,0.8
,Oregon,41,"Diseases of mediastinum, not elsewhere classified",J98.5,17,13078983,Unreliable
,Oregon,41,Other specified respiratory disorders,J98.8,31,13078983,0.2
,Oregon,41,"Respiratory disorder, unspecified",J98.9,20,13078983,0.2
,Oregon,41,Oesophagitis,K20,17,13078983,Unreliable
,Oregon,41,Gastro-oesophageal reflux disease without oesophagitis,K21.9,27,13078983,0.2
,Oregon,41,Achalasia of cardia,K22.0,22,13078983,0.2
,Oregon,41,Oesophageal obstruction,K22.2,23,13078983,0.2
,Oregon,41,Perforation of oesophagus,K22.3,16,13078983,Unreliable
,Oregon,41,Dyskinesia of oesophagus,K22.4,24,13078983,0.2
,Oregon,41,Other specified diseases of oesophagus,K22.8,21,13078983,0.2
,Oregon,41,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,20,13078983,0.2
,Oregon,41,"Gastric ulcer, chronic or unspecified with perforation",K25.5,20,13078983,0.2
,Oregon,41,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,26,13078983,0.2
,Oregon,41,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,27,13078983,0.2
,Oregon,41,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,16,13078983,Unreliable
,Oregon,41,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation",K27.9,17,13078983,Unreliable
,Oregon,41,Other specified diseases of stomach and duodenum,K31.8,19,13078983,Unreliable
,Oregon,41,"Disease of stomach and duodenum, unspecified",K31.9,10,13078983,Unreliable
,Oregon,41,"Acute appendicitis, other and unspecified",K35.8,10,13078983,Unreliable
,Oregon,41,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",K40.3,15,13078983,Unreliable
,Oregon,41,"Ventral hernia with obstruction, without gangrene",K43.0,20,13078983,0.2
,Oregon,41,"Diaphragmatic hernia with obstruction, without gangrene",K44.0,14,13078983,Unreliable
,Oregon,41,Diaphragmatic hernia without obstruction or gangrene,K44.9,46,13078983,0.4
,Oregon,41,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,32,13078983,0.2
,Oregon,41,"Crohn disease, unspecified",K50.9,36,13078983,0.3
,Oregon,41,"Ulcerative colitis, unspecified",K51.9,22,13078983,0.2
,Oregon,41,"Noninfective gastroenteritis and colitis, unspecified",K52.9,16,13078983,Unreliable
,Oregon,41,Acute vascular disorders of intestine,K55.0,87,13078983,0.7
,Oregon,41,"Vascular disorder of intestine, unspecified",K55.9,323,13078983,2.5
,Oregon,41,Volvulus,K56.2,50,13078983,0.4
,Oregon,41,Intestinal adhesions [bands] with obstruction,K56.5,35,13078983,0.3
,Oregon,41,Other and unspecified intestinal obstruction,K56.6,217,13078983,1.7
,Oregon,41,"Ileus, unspecified",K56.7,21,13078983,0.2
,Oregon,41,Diverticular disease of large intestine with perforation and abscess,K57.2,11,13078983,Unreliable
,Oregon,41,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,70,13078983,0.5
,Oregon,41,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,85,13078983,0.6
,Oregon,41,Constipation,K59.0,16,13078983,Unreliable
,Oregon,41,Perforation of intestine (nontraumatic),K63.1,101,13078983,0.8
,Oregon,41,"Disease of intestine, unspecified",K63.9,17,13078983,Unreliable
,Oregon,41,Acute peritonitis,K65.0,34,13078983,0.3
,Oregon,41,"Peritonitis, unspecified",K65.9,27,13078983,0.2
,Oregon,41,Alcoholic fatty liver,K70.0,11,13078983,Unreliable
,Oregon,41,Alcoholic hepatitis,K70.1,127,13078983,1
,Oregon,41,Alcoholic cirrhosis of liver,K70.3,884,13078983,6.8
,Oregon,41,Alcoholic hepatic failure,K70.4,143,13078983,1.1
,Oregon,41,"Alcoholic liver disease, unspecified",K70.9,272,13078983,2.1
,Oregon,41,Acute and subacute hepatic failure,K72.0,16,13078983,Unreliable
,Oregon,41,"Hepatic failure, unspecified",K72.9,114,13078983,0.9
,Oregon,41,Primary biliary cirrhosis,K74.3,45,13078983,0.3
,Oregon,41,Other and unspecified cirrhosis of liver,K74.6,383,13078983,2.9
,Oregon,41,Abscess of liver,K75.0,10,13078983,Unreliable
,Oregon,41,Autoimmune hepatitis,K75.4,26,13078983,0.2
,Oregon,41,"Fatty (change of) liver, not elsewhere classified",K76.0,119,13078983,0.9
,Oregon,41,Hepatorenal syndrome,K76.7,17,13078983,Unreliable
,Oregon,41,"Liver disease, unspecified",K76.9,158,13078983,1.2
,Oregon,41,Calculus of gallbladder without cholecystitis,K80.2,42,13078983,0.3
,Oregon,41,Calculus of bile duct without cholangitis or cholecystitis,K80.5,11,13078983,Unreliable
,Oregon,41,Acute cholecystitis,K81.0,56,13078983,0.4
,Oregon,41,"Cholecystitis, unspecified",K81.9,61,13078983,0.5
,Oregon,41,"Disease of gallbladder, unspecified",K82.9,19,13078983,Unreliable
,Oregon,41,Cholangitis,K83.0,48,13078983,0.4
,Oregon,41,Obstruction of bile duct,K83.1,17,13078983,Unreliable
,Oregon,41,Alcohol-induced acute pancreatitis,K85.2,25,13078983,0.2
,Oregon,41,"Acute pancreatitis, unspecified",K85.9,96,13078983,0.7
,Oregon,41,Other chronic pancreatitis,K86.1,20,13078983,0.2
,Oregon,41,"Disease of pancreas, unspecified",K86.9,22,13078983,0.2
,Oregon,41,"Gastrointestinal haemorrhage, unspecified",K92.2,395,13078983,3
,Oregon,41,Cellulitis of other parts of limb,L03.1,41,13078983,0.3
,Oregon,41,"Cellulitis, unspecified",L03.9,58,13078983,0.4
,Oregon,41,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,26,13078983,0.2
,Oregon,41,"Decubitus ulcer and pressure area, unspecified",L89.9,19,13078983,Unreliable
,Oregon,41,"Pyogenic arthritis, unspecified",M00.9,34,13078983,0.3
,Oregon,41,"Rheumatoid arthritis, unspecified",M06.9,127,13078983,1
,Oregon,41,"Arthritis, unspecified",M13.9,10,13078983,Unreliable
,Oregon,41,"Arthrosis, unspecified",M19.9,47,13078983,0.4
,Oregon,41,Wegener granulomatosis,M31.3,14,13078983,Unreliable
,Oregon,41,Other giant cell arteritis,M31.6,10,13078983,Unreliable
,Oregon,41,Systemic lupus erythematosus with organ or system involvement,M32.1,30,13078983,0.2
,Oregon,41,Polymyositis,M33.2,11,13078983,Unreliable
,Oregon,41,CR(E)ST syndrome,M34.1,11,13078983,Unreliable
,Oregon,41,Other forms of systemic sclerosis,M34.8,38,13078983,0.3
,Oregon,41,Sicca syndrome [Sjogren],M35.0,11,13078983,Unreliable
,Oregon,41,Other and unspecified kyphosis,M40.2,12,13078983,Unreliable
,Oregon,41,"Scoliosis, unspecified",M41.9,14,13078983,Unreliable
,Oregon,41,Osteomyelitis of vertebra,M46.2,14,13078983,Unreliable
,Oregon,41,Spinal stenosis,M48.0,19,13078983,Unreliable
,Oregon,41,Other specified disorders of muscle,M62.8,24,13078983,0.2
,Oregon,41,Necrotizing fasciitis,M72.6,21,13078983,0.2
,Oregon,41,Unspecified osteoporosis with pathological fracture,M80.9,46,13078983,0.4
,Oregon,41,"Osteoporosis, unspecified",M81.9,46,13078983,0.4
,Oregon,41,"Pathological fracture, not elsewhere classified",M84.4,10,13078983,Unreliable
,Oregon,41,Other chronic osteomyelitis,M86.6,11,13078983,Unreliable
,Oregon,41,"Osteomyelitis, unspecified",M86.9,64,13078983,0.5
,Oregon,41,"Acute nephritic syndrome, unspecified",N00.9,17,13078983,Unreliable
,Oregon,41,"Chronic nephritic syndrome, unspecified",N03.9,58,13078983,0.4
,Oregon,41,"Unspecified nephritic syndrome, unspecified",N05.9,10,13078983,Unreliable
,Oregon,41,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,24,13078983,0.2
,Oregon,41,"Obstructive and reflux uropathy, unspecified",N13.9,11,13078983,Unreliable
,Oregon,41,"Acute renal failure, unspecified",N17.9,160,13078983,1.2
,Oregon,41,End-stage renal disease,N18.0,68,13078983,0.5
,Oregon,41,"Chronic kidney disease, stage 3",N18.3,10,13078983,Unreliable
,Oregon,41,"Chronic kidney disease, stage 4",N18.4,19,13078983,Unreliable
,Oregon,41,"Chronic kidney disease, stage 5",N18.5,355,13078983,2.7
,Oregon,41,"Chronic renal failure, unspecified",N18.9,243,13078983,1.9
,Oregon,41,Unspecified renal failure,N19,281,13078983,2.1
,Oregon,41,Calculus of kidney,N20.0,36,13078983,0.3
,Oregon,41,Other specified disorders of kidney and ureter,N28.8,25,13078983,0.2
,Oregon,41,"Disorder of kidney and ureter, unspecified",N28.9,22,13078983,0.2
,Oregon,41,"Neuromuscular dysfunction of bladder, unspecified",N31.9,13,13078983,Unreliable
,Oregon,41,"Urinary tract infection, site not specified",N39.0,508,13078983,3.9
,Oregon,41,Hyperplasia of prostate,N40,30,13078983,0.2
,Oregon,41,"Congenital malformation of heart, unspecified",Q24.9,30,13078983,0.2
,Oregon,41,Peripheral arteriovenous malformation,Q27.3,24,13078983,0.2
,Oregon,41,"Polycystic kidney, unspecified",Q61.3,20,13078983,0.2
,Oregon,41,"Down syndrome, unspecified",Q90.9,45,13078983,0.3
,Oregon,41,Respiratory arrest,R09.2,29,13078983,0.2
,Oregon,41,Dysphagia,R13,18,13078983,Unreliable
,Oregon,41,Malaise and fatigue,R53,84,13078983,0.6
,Oregon,41,Senility,R54,165,13078983,1.3
,Oregon,41,Other and unspecified convulsions,R56.8,63,13078983,0.5
,Oregon,41,Cardiogenic shock,R57.0,10,13078983,Unreliable
,Oregon,41,"Haemorrhage, not elsewhere classified",R58,17,13078983,Unreliable
,Oregon,41,Other lack of expected normal physiological development,R62.8,87,13078983,0.7
,Oregon,41,Other specified general symptoms and signs,R68.8,23,13078983,0.2
,Oregon,41,Abnormal findings on diagnostic imaging of lung,R91,12,13078983,Unreliable
,Oregon,41,Other ill-defined and unspecified causes of mortality,R99,1004,13078983,7.7
,Oregon,41,"Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident",V03.0,10,13078983,Unreliable
,Oregon,41,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",V03.1,190,13078983,1.5
,Oregon,41,"Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident",V04.1,10,13078983,Unreliable
,Oregon,41,Unspecified whether traffic or nontraffic accident,V05.9,15,13078983,Unreliable
,Oregon,41,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09.2,40,13078983,0.3
,Oregon,41,"Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident",V13.4,14,13078983,Unreliable
,Oregon,41,"Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident",V23.4,60,13078983,0.5
,Oregon,41,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,41,13078983,0.3
,Oregon,41,"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident",V28.4,19,13078983,Unreliable
,Oregon,41,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,24,13078983,0.2
,Oregon,41,"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident",V43.5,123,13078983,0.9
,Oregon,41,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V43.6,41,13078983,0.3
,Oregon,41,"Car occupant injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V44.5,19,13078983,Unreliable
,Oregon,41,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",V47.5,86,13078983,0.7
,Oregon,41,"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident",V47.6,25,13078983,0.2
,Oregon,41,"Car occupant injured in noncollision transport accident, driver injured in traffic accident",V48.5,45,13078983,0.3
,Oregon,41,"Car occupant injured in noncollision transport accident, passenger injured in traffic accident",V48.6,23,13078983,0.2
,Oregon,41,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V49.4,11,13078983,Unreliable
,Oregon,41,Car occupant [any] injured in unspecified traffic accident,V49.9,13,13078983,Unreliable
,Oregon,41,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, driver injured in traffic accident",V53.5,17,13078983,Unreliable
,Oregon,41,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver injured in traffic accident",V57.5,26,13078983,0.2
,Oregon,41,"Occupant of pick-up truck or van injured in noncollision transport accident, driver injured in traffic accident",V58.5,14,13078983,Unreliable
,Oregon,41,Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.5,13,13078983,Unreliable
,Oregon,41,Person injured in collision between other specified motor vehicles (traffic),V87.7,32,13078983,0.2
,Oregon,41,"Person injured in unspecified motor-vehicle accident, traffic",V89.2,72,13078983,0.6
,Oregon,41,"Fall on same level from slipping, tripping and stumbling",W01,127,13078983,1
,Oregon,41,Fall involving wheelchair,W05,63,13078983,0.5
,Oregon,41,Fall involving bed,W06,88,13078983,0.7
,Oregon,41,Fall involving chair,W07,27,13078983,0.2
,Oregon,41,Fall involving other furniture,W08,10,13078983,Unreliable
,Oregon,41,Fall on and from stairs and steps,W10,122,13078983,0.9
,Oregon,41,Fall on and from ladder,W11,25,13078983,0.2
,Oregon,41,"Fall from, out of or through building or structure",W13,26,13078983,0.2
,Oregon,41,Fall from cliff,W15,27,13078983,0.2
,Oregon,41,Other fall from one level to another,W17,26,13078983,0.2
,Oregon,41,Other fall on same level,W18,1326,13078983,10.1
,Oregon,41,Unspecified fall,W19,348,13078983,2.7
,Oregon,41,"Struck by thrown, projected or falling object",W20,21,13078983,0.2
,Oregon,41,Contact with other and unspecified machinery,W31,11,13078983,Unreliable
,Oregon,41,Drowning and submersion while in bath-tub,W65,42,13078983,0.3
,Oregon,41,Drowning and submersion while in natural water,W69,104,13078983,0.8
,Oregon,41,Drowning and submersion following fall into natural water,W70,15,13078983,Unreliable
,Oregon,41,Unspecified drowning and submersion,W74,13,13078983,Unreliable
,Oregon,41,Other accidental hanging and strangulation,W76,11,13078983,Unreliable
,Oregon,41,Inhalation of gastric contents,W78,32,13078983,0.2
,Oregon,41,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,52,13078983,0.4
,Oregon,41,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,133,13078983,1
,Oregon,41,Unspecified threat to breathing,W84,14,13078983,Unreliable
,Oregon,41,Exposure to uncontrolled fire in building or structure,X00,61,13078983,0.5
,Oregon,41,Exposure to ignition or melting of other clothing and apparel,X06,10,13078983,Unreliable
,Oregon,41,Exposure to excessive natural cold,X31,31,13078983,0.2
,Oregon,41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,189,13078983,1.4
,Oregon,41,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,982,13078983,7.5
,Oregon,41,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,412,13078983,3.2
,Oregon,41,Accidental poisoning by and exposure to alcohol,X45,151,13078983,1.2
,Oregon,41,Accidental poisoning by and exposure to other gases and vapours,X47,28,13078983,0.2
,Oregon,41,Exposure to unspecified factor causing fracture,X59.0,65,13078983,0.5
,Oregon,41,Exposure to unspecified factor causing other and unspecified injury,X59.9,58,13078983,0.4
,Oregon,41,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,75,13078983,0.6
,Oregon,41,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,107,13078983,0.8
,Oregon,41,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,168,13078983,1.3
,Oregon,41,Intentional self-poisoning by and exposure to other gases and vapours,X67,94,13078983,0.7
,Oregon,41,"Intentional self-harm by hanging, strangulation and suffocation",X70,643,13078983,4.9
,Oregon,41,Intentional self-harm by drowning and submersion,X71,44,13078983,0.3
,Oregon,41,Intentional self-harm by handgun discharge,X72,901,13078983,6.9
,Oregon,41,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,237,13078983,1.8
,Oregon,41,Intentional self-harm by other and unspecified firearm discharge,X74,48,13078983,0.4
,Oregon,41,Intentional self-harm by sharp object,X78,55,13078983,0.4
,Oregon,41,Intentional self-harm by jumping from a high place,X80,120,13078983,0.9
,Oregon,41,Intentional self-harm by jumping or lying before moving object,X81,16,13078983,Unreliable
,Oregon,41,Intentional self-harm by crashing of motor vehicle,X82,11,13078983,Unreliable
,Oregon,41,Intentional self-harm by other specified means,X83,18,13078983,Unreliable
,Oregon,41,"Assault by hanging, strangulation and suffocation",X91,14,13078983,Unreliable
,Oregon,41,Assault by handgun discharge,X93,54,13078983,0.4
,Oregon,41,"Assault by rifle, shotgun and larger firearm discharge",X94,16,13078983,Unreliable
,Oregon,41,Assault by other and unspecified firearm discharge,X95,157,13078983,1.2
,Oregon,41,Assault by sharp object,X99,77,13078983,0.6
,Oregon,41,Assault by unspecified means,Y09,48,13078983,0.4
,Oregon,41,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent",Y11,38,13078983,0.3
,Oregon,41,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,84,13078983,0.6
,Oregon,41,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,63,13078983,0.5
,Oregon,41,"Drowning and submersion, undetermined intent",Y21,29,13078983,0.2
,Oregon,41,"Falling, jumping or pushed from a high place, undetermined intent",Y30,12,13078983,Unreliable
,Oregon,41,"Other specified events, undetermined intent",Y33,12,13078983,Unreliable
,Oregon,41,"Unspecified event, undetermined intent",Y34,12,13078983,Unreliable
,Oregon,41,Legal intervention involving firearm discharge,Y35.0,44,13078983,0.3
,Oregon,41,Surgical operation with implant of artificial internal device,Y83.1,21,13078983,0.2
,Oregon,41,"Surgical operation with anastomosis, bypass or graft",Y83.2,11,13078983,Unreliable
,Oregon,41,"Surgical procedure, unspecified",Y83.9,17,13078983,Unreliable
,Oregon,41,Urinary catheterization,Y84.6,19,13078983,Unreliable
,Oregon,41,Sequelae of motor-vehicle accident,Y85.0,59,13078983,0.5
,Oregon,41,Sequelae of other accidents,Y86,87,13078983,0.7
,Oregon,41,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y88.3,17,13078983,Unreliable
,Pennsylvania,42,Enterocolitis due to Clostridium difficile,A04.7,1618,45762872,3.5
,Pennsylvania,42,Other specified bacterial intestinal infections,A04.8,17,45762872,Unreliable
,Pennsylvania,42,"Viral intestinal infection, unspecified",A08.4,14,45762872,Unreliable
,Pennsylvania,42,Other and unspecified gastroenteritis and colitis of infectious origin,A09.0,165,45762872,0.4
,Pennsylvania,42,Gastroenteritis and colitis of unspecified origin,A09.9,385,45762872,0.8
,Pennsylvania,42,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",A16.2,33,45762872,0.1
,Pennsylvania,42,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",A16.9,34,45762872,0.1
,Pennsylvania,42,Tuberculosis of bones and joints,A18.0,26,45762872,0.1
,Pennsylvania,42,Pulmonary mycobacterial infection,A31.0,66,45762872,0.1
,Pennsylvania,42,"Septicaemia due to streptococcus, group D",A40.2,19,45762872,Unreliable
,Pennsylvania,42,Septicaemia due to Streptococcus pneumoniae,A40.3,24,45762872,0.1
,Pennsylvania,42,"Streptococcal septicaemia, unspecified",A40.9,28,45762872,0.1
,Pennsylvania,42,Septicaemia due to Staphylococcus aureus,A41.0,122,45762872,0.3
,Pennsylvania,42,Septicaemia due to unspecified staphylococcus,A41.2,56,45762872,0.1
,Pennsylvania,42,Septicaemia due to anaerobes,A41.4,30,45762872,0.1
,Pennsylvania,42,Septicaemia due to other Gram-negative organisms,A41.5,231,45762872,0.5
,Pennsylvania,42,"Septicaemia, unspecified",A41.9,10035,45762872,21.9
,Pennsylvania,42,Legionnaires disease,A48.1,54,45762872,0.1
,Pennsylvania,42,"Staphylococcal infection, unspecified",A49.0,124,45762872,0.3
,Pennsylvania,42,"Streptococcal infection, unspecified",A49.1,31,45762872,0.1
,Pennsylvania,42,Other bacterial infections of unspecified site,A49.8,32,45762872,0.1
,Pennsylvania,42,"Bacterial infection, unspecified",A49.9,208,45762872,0.5
,Pennsylvania,42,Creutzfeldt-Jakob disease - CJD,A81.0,89,45762872,0.2
,Pennsylvania,42,Progressive multifocal leukoencephalopathy,A81.2,21,45762872,0
,Pennsylvania,42,Unspecified viral encephalitis,A86,19,45762872,Unreliable
,Pennsylvania,42,Herpesviral encephalitis,B00.4,33,45762872,0.1
,Pennsylvania,42,Zoster without complication,B02.9,20,45762872,0
,Pennsylvania,42,Acute hepatitis B without delta-agent and without hepatic coma,B16.9,59,45762872,0.1
,Pennsylvania,42,"Acute viral hepatitis, unspecified",B17.9,10,45762872,Unreliable
,Pennsylvania,42,Chronic viral hepatitis B without delta-agent,B18.1,16,45762872,Unreliable
,Pennsylvania,42,Chronic viral hepatitis C,B18.2,1168,45762872,2.6
,Pennsylvania,42,Unspecified viral hepatitis without hepatic coma,B19.9,31,45762872,0.1
,Pennsylvania,42,HIV disease resulting in mycobacterial infection,B20.0,13,45762872,Unreliable
,Pennsylvania,42,HIV disease resulting in other bacterial infections,B20.1,118,45762872,0.3
,Pennsylvania,42,HIV disease resulting in other viral infections,B20.3,80,45762872,0.2
,Pennsylvania,42,HIV disease resulting in other mycoses,B20.5,21,45762872,0
